CENTRALE;CODE_SOCIETE;LIBELLE_SOCIETE;CODE_CLIENT_BCP;POLE_AFFILIANT;FOURNISSEUR;NOM_FOURNISSEUR;REGROUPEMENT;CA_DECLARE_FRN;CA_FRN_CRF;TOTAL_CA_DECLARE_FRN;TOTAL_ENCAISSE;MTT_A_REVERSER_DIFF;MTT_A_REV_DIFF_HORS_SYN;MTT_A_REVERSER_BCP;ECART_MTT_A_REVERSER;MTT_PREVISION_AVEC_SYNERGIE;MTT_PREVISION_HORS_SYNERGIE;Cdfop;Norca;Cient;Cdprolog;Lbetblba;Activite;Code_Ent_BCP;Libelle_entrepot;SOURCES;Carpr;Mteca;_Ca_Bn;_Ristourne_Prolog;Ecart_CA;%CA;Ecart_Ristourne;%Ristourne;DATE
CAP;144;C.S.F.              ;209;ENT GR;195;KAMBLY              ;1;0;216131,08;250345,16;1808162,94;0;0;0;0;75741,89;58451,41;195;1;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;215780,64;1164,56;214616,08;75210,97874;-1515;-0,007009635;-530,911256;-0,00700948;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;195;KAMBLY              ;13;0;60527,64;0;47190;0;0;0;0;1827,93;1827,93;195;13;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;69780,99;356,78;69424,21;1825,32726;8896,57;0,146983593;-2,60274;-0,001423873;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;301;LOTUS BAKERIES FRANC;2;0;327105,12;338726,76;2647066,54;0;0;0;0;125899,77;111445,16;301;2;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;329128,09;-1509,77;330637,86;127277,3617;3532,74;0,010800014;1377,591675;0,010941971;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;301;LOTUS BAKERIES FRANC;9;0;386969,59;569157,98;3567334,22;0;0;0;0;144504,32;127090,7;301;9;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;386172,77;-656,14;386828,91;144451,3544;-140,68;-0,000363543;-52,965627;-0,000366533;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;592;REGILAIT            ;1;0;265823,65;319408,01;2362280,63;0;0;0;0;75380,06;58378,52;592;1;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;247583,11;77,35;247505,76;70126,24653;-18317,89;-0,068909933;-5253,81347;-0,069697656;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;1310;JOHNSON JOHNSON SANT;1;0;68879,02;0;8982226,15;0;0;0;0;26377,65;22933,7;1310;1;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;68882,4;0;68882,4;26378,96355;3,38;4,91E-05;1,3135526;4,98E-05;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;1310;JOHNSON JOHNSON SANT;4;0;25568,3;0;3201790,62;0;0;0;0;11164,4;9118,93;1310;4;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;25572,63;0;25572,63;11166,28889;4,33;0,00016935;1,8888895;0,000169189;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;1310;JOHNSON JOHNSON SANT;7;0;9561,72;0;773701,25;0;0;0;0;2877,12;2112,18;1310;7;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;963,62;0;963,62;289,953258;-8598,1;-0,899221061;-2587,166742;-0,899221006;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;1310;JOHNSON JOHNSON SANT;8;0;363408,55;0;3774631,7;0;0;0;0;137700,84;115896,33;1310;8;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;363366,98;0;363366,98;137685,1189;-41,57;-0,000114389;-15,72108;-0,000114168;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;1310;JOHNSON JOHNSON SANT;11;0;9229,54;0;1867955,67;0;0;0;0;3364;2994,82;1310;11;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;9229,9;0;9229,9;3364,13326;0,36;3,90E-05;0,13326;3,96E-05;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;1339;DR OETKER ANCEL     ;2;0;183358,55;0;1059829,06;0;0;0;0;55319,29;44489,13;1339;2;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;184155,62;820,25;183335,37;55312,28113;-23,18;-0,000126419;-7,008871;-0,000126698;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;1339;DR OETKER ANCEL     ;10;0;49716,34;0;1127370,47;0;0;0;0;6567,53;4877,18;1339;10;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;50329,18;31,25;50297,93;6644,356553;581,59;0,011698166;76,826553;0,011697937;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;1340;ANDROS FRANCE       ;1;0;1448346,42;1076025,01;7216185,26;0;0;0;0;403159,52;336770,51;1340;1;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;1456543,46;13879,25;1442664,21;402195,7635;-5682,21;-0,00392324;-963,756497;-0,002390509;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;1340;ANDROS FRANCE       ;38;0;101743,97;76937,98;629979,44;0;0;0;0;27381,8;22905,06;1340;38;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;102113,68;2101;100012,68;26922,43981;-1731,29;-0,017016144;-459,360187;-0,016776114;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;1340;ANDROS FRANCE       ;49;0;43747,46;0;197239,07;0;0;0;0;8910,3;8910,3;1340;49;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;43490,41;24,7;43465,71;8850,583914;-281,75;-0,006440374;-59,716086;-0,006701916;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;1879;BONDUELLE EUROPE    ;52;0;1642820,75;0;10411142,04;0;0;0;0;473554,9;368634,4;1879;52;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;1611213,72;-2503,81;1613717,53;465124,2243;-29103,22;-0,017715396;-8430,675679;-0,017802953;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;1879;BONDUELLE EUROPE    ;53;0;509001,68;0;3327228,37;0;0;0;0;148000,89;120339,75;1879;53;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;506051,19;-574,18;506625,37;147321,8511;-2376,31;-0,00466857;-679,038939;-0,004588073;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;1879;BONDUELLE EUROPE    ;54;0;38609,08;0;483560,04;0;0;0;0;8542,03;7699,26;1879;54;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;38551,99;0;38551,99;8529,001226;-57,09;-0,001478668;-13,028774;-0,001525255;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;1983;FOSSIER BISCUITS    ;6;0;17065,46;0;130966,7;0;0;0;0;2955,8;1590,57;1983;6;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;16940,88;0;16940,88;2933,685772;-124,58;-0,007300126;-22,114228;-0,007481639;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;2005;HUILERIE CAUVIN     ;2;0;6616,51;0;70262,36;0;0;0;0;595,49;357,3;2005;2;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;6616,51;0;6616,51;595,4859;0;0;-0,0041;-6,89E-06;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;2051;LACTEL SNC          ;1;0;3346004,05;1803039,96;28179964,41;0;0;0;0;1124091,83;985232,65;2051;1;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;3329211,61;113,38;3329098,23;1118411,458;-16905,82;-0,00505254;-5680,372341;-0,005053299;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;2051;LACTEL SNC          ;13;0;38289,09;0;44531,21;0;0;0;0;8677,45;8294,56;2051;13;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;38405,99;116,93;38289,06;8677,427028;-0,03;-7,84E-07;-0,022972;-2,65E-06;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;2051;LACTEL SNC          ;17;0;118862,6;124029,13;1271690,56;0;0;0;0;38963,32;30642,94;2051;17;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;119019,9;518,4;118501,5;38844,218;-361,1;-0,003037961;-119,101996;-0,003056772;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;2051;LACTEL SNC          ;18;0;705807,38;848305,45;7697184,05;0;0;0;0;244824,08;220120,81;2051;18;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;705060,56;-446,98;705507,54;244719,9094;-299,84;-0,000424818;-104,1706403;-0,000425492;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;2126;UNILEVER FRANCE     ;1;0;-22405,76;6429,24;47632;0;0;0;0;-4743,3;-4384,8;2126;1;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;6670,56;0;6670,56;1486,867824;29076,32;-1,297716302;6230,167824;-1,313466958;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;2126;UNILEVER FRANCE     ;6;0;3008554,8;1721795,8;12685262,46;0;0;0;0;747325,01;687153,91;2126;6;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;3002430,62;13741,52;2988689,1;742390,3724;-19865,7;-0,006603071;-4934,63756;-0,006603068;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;2126;UNILEVER FRANCE     ;27;0;483251,99;739338,52;4107440,07;0;0;0;0;137227,43;120313,6;2126;27;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;481272,34;719,6;480552,74;136455,562;-2699,25;-0,005585595;-771,868;-0,005624736;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;2126;UNILEVER FRANCE     ;38;0;706134,14;477038,46;3801165,09;0;0;0;0;176087,12;169025,76;2126;38;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;708266,39;7125,9;701140,49;174836,9034;-4993,65;-0,007071815;-1250,216572;-0,007099989;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;2126;UNILEVER FRANCE     ;70;0;363366,19;399372,84;1916008,12;0;0;0;0;65720,65;60088,47;2126;70;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;361580,7;159,63;361421,07;65381,17355;-1945,12;-0,005353057;-339,476445;-0,005165446;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;2126;UNILEVER FRANCE     ;86;0;1360784,01;437749,96;9019894,55;0;0;0;0;320427,36;306819,51;2126;86;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;1354328,88;666,02;1353662,86;318745,4035;-7121,15;-0,005233123;-1681,956472;-0,005249104;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;2126;UNILEVER FRANCE     ;87;0;1516459,06;246039,54;12186722,39;0;0;0;0;348164,82;333000,23;2126;87;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;1506352,53;-366,14;1506718,67;345948,7711;-9740,39;-0,006423114;-2216,048933;-0,006364942;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;2126;UNILEVER FRANCE     ;89;0;28319,94;148358,82;6035410,73;0;0;0;0;8663,99;8380,8;2126;89;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;28193,03;5,8;28187,23;8623,688272;-132,71;-0,004686097;-40,301728;-0,004651636;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;2126;UNILEVER FRANCE     ;90;0;78662,68;377699;11235834,19;0;0;0;0;25078,98;24685,67;2126;90;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;77088,42;194,53;76893,89;24515,08869;-1768,79;-0,022485758;-563,891307;-0,022484619;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;2126;UNILEVER FRANCE     ;91;0;12498,46;193643,26;5130320,65;0;0;0;0;3448,32;3448,32;2126;91;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;13042,44;49,49;12992,95;3584,754905;494,49;0,039564074;136,434905;0,039565616;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;2126;UNILEVER FRANCE     ;94;0;6272,58;9449,46;875245,99;0;0;0;0;2103,83;2072,47;2126;94;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;5017,9;17,62;5000,28;1677,093912;-1272,3;-0,202835197;-426,736088;-0,202837724;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;2129;SOURCE PAROT        ;4;0;15819,35;0;169404,33;0;0;0;0;3870,99;3238,22;2129;4;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;15822,29;0;15822,29;3871,714363;2,94;0,000185848;0,724363;0,000187126;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;2676;CASTELLI            ;15;0;45713,73;0;220120,91;0;0;0;0;9142,75;7096,2;2676;15;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;45787,86;74,59;45713,27;9142,654;-0,46;-1,01E-05;-0,096;-1,05E-05;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;2988;BARDINET            ;24;0;6968,9;0;42696,43;0;0;0;0;623,72;556,41;2988;24;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;6806,18;0,03;6806,15;609,150425;-162,75;-0,023353757;-14,569575;-0,02335916;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;3117;EUGENE-PERMA FRANCE ;2;0;7043,03;0;3531530,47;0;0;0;0;3179,92;2754,52;3117;2;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;6872,83;0;6872,83;3103,082745;-170,2;-0,024165735;-76,837255;-0,024163267;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;3471;SWINKELS FAMILY     ;5;0;861647,78;1594677,85;3358331,82;0;0;0;0;174760,11;170451,86;3471;5;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;861341,7;0;861341,7;174717,0925;-306,08;-0,000355226;-43,017476;-0,000246152;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;4252;DIFCOM              ;5;0;376560,25;913463,73;2792267,3;0;0;0;0;110152,35;98478,99;4252;5;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;375117,89;633,53;374484,36;109540,9796;-2075,89;-0,00551277;-611,37039;-0,005550226;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;5023;MEO                 ;1;0;212427,48;78210,28;709922,94;0;0;0;0;39599,92;23880,93;5023;1;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;212693,88;-404,16;213098,04;39720,15171;670,56;0,003156654;120,23171;0,00303616;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;5262;GB FOODS FRANCE     ;12;0;686711,49;0;3575885,74;0;0;0;0;174526,5;154962,87;5262;12;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;953514,17;10061,44;943452,73;389261,6612;256741,24;0,373870605;214735,1612;1,23038714;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;5520;GLAXOSMITHKLINE SANT;1;0;23378,2;436986,43;6791563,8;0;0;0;0;8416,15;6697,86;5520;1;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;23378,2;0;23378,2;8416,152;0;0;0,002;2,38E-07;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;5897;VITAMONT            ;3;0;20984,13;0;166313,35;0;0;0;0;5848,28;4799,07;5897;3;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;21112,37;104,32;21008,05;5854,943535;23,92;0,001139909;6,663535;0,001139401;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;5901;MEDITERRANEENN CAFES;3;0;642005,54;701470,96;6006208,79;0;0;0;0;219750,08;190692,62;5901;3;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;621477,18;-9371,25;630848,43;216150,7783;-11157,11;-0,017378526;-3599,301683;-0,016379069;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;5901;MEDITERRANEENN CAFES;28;0;18549,16;2904;69645,46;0;0;0;0;6462,52;5646,36;5901;28;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;18548,88;0;18548,88;6462,429792;-0,28;-1,51E-05;-0,090208;-1,40E-05;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;6231;GENERAL MILLS FRANCE;1;0;184888,95;0;2090785,14;0;0;0;0;49861,36;39852,07;6231;1;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;185292,33;7213,93;178078,4;48024,55777;-6810,55;-0,036835895;-1836,802229;-0,03683819;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;6231;GENERAL MILLS FRANCE;4;0;110429,46;811319,2;9986194,73;0;0;0;0;41852,93;33018,57;6231;4;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;110722,58;555,59;110166,99;41753,31926;-262,47;-0,002376811;-99,610742;-0,002380018;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;6231;GENERAL MILLS FRANCE;6;0;22158,46;3011,6;162113,57;0;0;0;0;3473,91;1895,49;6231;6;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;21945,92;205,08;21740,84;3407,348364;-417,62;-0,018846978;-66,561636;-0,019160438;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;6277;NUTRITION & SANTE   ;1;0;267059,66;948590,63;6244431,39;0;0;0;0;62021,88;54010,09;6277;1;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;270268,74;3996,28;266272,46;61854,48385;-787,2;-0,002947656;-167,39615;-0,002698985;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;6277;NUTRITION & SANTE   ;17;0;43776,08;439392,09;1799260,45;0;0;0;0;9463,12;8149,82;6277;17;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;44323,26;81,6;44241,66;9550,864452;465,58;0,010635489;87,7444523;0,009272254;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;6696;MERE POULARD BISCUIT;2;0;53092,55;4856,95;187500;0;0;0;0;15927,77;12041,4;6696;2;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;53030,38;-69,66;53100,04;15930,012;7,49;0,000141074;2,242;0,00014076;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;7360;UNITED BISCUITS FRAN;1;0;465726,04;0;3713172,23;0;0;0;0;180140,19;142164,89;7360;1;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;464647,77;110,32;464537,45;179674,9907;-1188,59;-0,002552123;-465,199336;-0,002582429;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;8070;DANISH CROWN FRANCE ;6;0;32316,79;0;766075,92;0;0;0;0;11809,52;10193,68;8070;6;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;32634,4;120,02;32514,38;11881,52758;197,59;0,006114159;72,00758;0,006097418;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;8318;PEPSICO FRANCE      ;1;0;839252,29;0;8130016,05;0;0;0;0;320518,69;307929,91;8318;1;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;823553,53;7547,76;816005,77;311608,5129;-23246,52;-0,027699084;-8910,177135;-0,027799244;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;8318;PEPSICO FRANCE      ;4;0;1469895,86;1293813,53;10490034,71;0;0;0;0;465691,55;378597,79;8318;4;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;1471850,48;3851,34;1467999,14;465082,6832;-1896,72;-0,001290377;-608,866844;-0,001307447;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;8318;PEPSICO FRANCE      ;5;0;907314,62;906269,21;5813487,14;0;0;0;0;269295,79;219393,47;8318;5;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;910063,95;-255,59;910319,54;270195,8366;3004,92;0,003311883;900,046592;0,003342223;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;8318;PEPSICO FRANCE      ;7;0;1471658,22;0;15504200,01;0;0;0;0;597425,61;582709,04;8318;7;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;1478829,55;10879,27;1467950,28;595917,0244;-3707,94;-0,002519566;-1508,585633;-0,002525144;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;8318;PEPSICO FRANCE      ;9;0;194874,31;285247,81;2226816,5;0;0;0;0;66999,97;52604,75;8318;9;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;193686,54;-437,25;194123,79;66739,53584;-750,52;-0,003851303;-260,434159;-0,003887079;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;8318;PEPSICO FRANCE      ;10;0;34630,2;81272,33;232361,24;0;0;0;0;11081,68;10319,82;8318;10;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;34030,35;0;34030,35;10889,712;-599,85;-0,017321586;-191,968;-0,017323005;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;8318;PEPSICO FRANCE      ;16;0;735347,02;591197,52;5467485,69;0;0;0;0;261979,31;218555,17;8318;16;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;731481,65;273,12;731208,53;260501,5252;-4138,49;-0,005627941;-1477,784849;-0,005640846;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;8318;PEPSICO FRANCE      ;17;0;57511,15;0;1171784,81;0;0;0;0;12249,88;11962,31;8318;17;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;57593,57;287,88;57305,69;12206,11197;-205,46;-0,003572525;-43,76803;-0,003572935;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;8318;PEPSICO FRANCE      ;20;0;1575233,87;0;18655025,7;0;0;0;0;631425,07;607796,57;8318;20;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;1574387,6;11447,79;1562939,81;626484,0487;-12294,06;-0,007804593;-4941,021295;-0,00782519;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;8318;PEPSICO FRANCE      ;23;0;3842,12;2736,2;37545,52;0;0;0;0;983,63;760,16;8318;23;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;3712,54;0;3712,54;949,171902;-129,58;-0,033726172;-34,458098;-0,035031565;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;8318;PEPSICO FRANCE      ;26;0;49280,3;0;416939,52;0;0;0;0;12812,89;12566,48;8318;26;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;48770,83;341,25;48429,58;12591,6908;-850,72;-0,017262882;-221,1992;-0,017263802;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;8420;NAUTILUS FOOD       ;2;0;25975,75;0;564686,5;0;0;0;0;9338,28;7390,1;8420;2;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;27143,66;0;27143,66;9758,14577;1167,91;0,044961551;419,86577;0,044961788;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;8624;GEORGELIN CONFISERIE;16;0;116795,12;0;213319;0;0;0;0;11679,5;6543,46;8624;16;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;116481,66;761,46;115720,2;11572,02;-1074,92;-0,009203467;-107,48;-0,009202449;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;8628;DELICA FRANCE       ;19;0;276638,72;0;1120694,89;0;0;0;0;41966,01;32693,4;8628;19;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;267077,99;-971,69;268049,68;40653,60936;-8589,04;-0,031047859;-1312,400636;-0,031272943;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;8634;LOBODIS             ;1;0;61388,27;13151,99;358041,76;0;0;0;0;18772,53;13861,47;8634;1;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;61433,14;-0,17;61433,31;18786,3062;45,04;0,000733691;13,776198;0,000733849;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;8753;SAINT LOUIS SUCRE   ;15;0;28687,42;0;94989,78;0;0;0;0;3872,8;3126,93;8753;15;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;28543,86;0;28543,86;3853,4211;-143,56;-0,005004284;-19,3789;-0,005003847;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;8753;SAINT LOUIS SUCRE   ;30;0;242944,85;0;466970,2;0;0;0;0;24294,49;13452,51;8753;30;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;247560,26;3728,19;243832,07;24383,207;887,22;0,00365194;88,717;0,003651733;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;8760;COCA COLA EUROPACIFI;42;0;15267199,57;16806253,26;114352208,9;0;0;0;0;4989755,27;4809602,34;8760;42;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;15472721,63;253023,81;15219697,82;4974612,065;-47501,75;-0,00311136;-15143,20515;-0,003034859;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;8782;PROCTER & GAMBLE    ;1;0;2424051,15;408021,66;13892919,28;0;0;0;0;376762,2;364641,95;8782;1;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;2412420,39;1982,77;2410437,62;374624,8978;-13613,53;-0,005616024;-2137,302243;-0,005672815;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;8782;PROCTER & GAMBLE    ;2;0;1589207,3;172943,09;8668383,03;0;0;0;0;182282,06;170184,06;8782;2;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;1589331,09;1081,12;1588249,97;182163,8833;-957,33;-0,000602395;-118,176727;-0,000648318;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;8782;PROCTER & GAMBLE    ;4;0;1019386,5;471016,66;4602522,08;0;0;0;0;170425,42;139843,83;8782;4;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;1041402,94;17134,92;1024268,02;171247,711;4881,52;0,004788684;822,290995;0,004824932;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;8782;PROCTER & GAMBLE    ;26;0;41377,09;71300,2;3524039,79;0;0;0;0;6510,61;5269,29;8782;26;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;42165,68;764,18;41401,5;6514,439904;24,41;0,00058994;3,829904;0,000588256;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;8782;PROCTER & GAMBLE    ;30;0;432585,38;169960,44;2952996,34;0;0;0;0;72848,21;70685,28;8782;30;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;432391,15;183,74;432207,41;72782,71673;-377,97;-0,000873747;-65,493275;-0,000899038;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;8782;PROCTER & GAMBLE    ;31;0;48812,16;75202,7;1207958,74;0;0;0;0;5523,83;4547,59;8782;31;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;49715,45;781,44;48934,01;5537,808812;121,85;0,002496304;13,978812;0,002530638;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;8782;PROCTER & GAMBLE    ;34;0;1611,12;166985,96;3707020,54;0;0;0;0;236,19;220,08;8782;34;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;1641,27;10,96;1630,31;239,003446;19,19;0,011910969;2,813446;0,011911791;30/09/2022
CAP;144;C.S.F.              ;209;ENT GR;8782;PROCTER & GAMBLE    ;68;0;339059,89;39278,05;995558,07;0;0;0;0;42609,57;42609,57;8782;68;2;2;CARPIQUET -EPI;EPI;209;CARPIQ-AB;NR;338233,74;92,85;338140,89;42489,26695;-919;-0,002710436;-120,303051;-0,002823381;30/09/2022
