CENTRALE;CODE_SOCIETE;LIBELLE_SOCIETE;CODE_CLIENT_BCP;POLE_AFFILIANT;FOURNISSEUR;NOM_FOURNISSEUR;REGROUPEMENT;CA_DECLARE_FRN;CA_FRN_CRF;TOTAL_CA_DECLARE_FRN;TOTAL_ENCAISSE;MTT_A_REVERSER_DIFF;MTT_A_REV_DIFF_HORS_SYN;MTT_A_REVERSER_BCP;ECART_MTT_A_REVERSER;MTT_PREVISION_AVEC_SYNERGIE;MTT_PREVISION_HORS_SYNERGIE;Cdfop;Norca;Cient;Cdprolog;Lbetblba;Activite;Code_Ent_BCP;Libelle_entrepot;SOURCES;Carpr;Mteca;_Ca_Bn;_Ristourne_Prolog;Ecart_CA;%CA;Ecart_Ristourne;%Ristourne;DATE
CAP;144;C.S.F.              ;9209;ENT GR;80442;ABTEY CHOCOLATERIE  ;1;0;54306,64;0;100000;0;0;0;0;11675,93;8960,6;80442;1;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;54336,24;0;54336,24;11682,2916;29,6;0,000545053;6,3616;0,000544847;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;81041;NESTLE FRANCE       ;1;0;102776,12;146523,01;772859,01;0;0;0;0;32186,84;28075,78;81041;1;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;104846,66;64,52;104782,14;32817,08644;2006,02;0,019518347;630,246438;0,019580873;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;81041;NESTLE FRANCE       ;2;0;784084,1;722578,07;6120620,82;0;0;0;0;227654,91;219814,07;81041;2;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;777010,31;241,48;776768,83;225524,2305;-7315,27;-0,009329701;-2130,679454;-0,009359251;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;81041;NESTLE FRANCE       ;3;0;437816,6;107504,33;1949474,86;0;0;0;0;76136,3;74428,82;81041;3;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;434189,67;-36,9;434226,57;75512,00052;-3590,03;-0,008199849;-624,299477;-0,008199761;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;81041;NESTLE FRANCE       ;4;0;945110,57;103288,45;7191694,85;0;0;0;0;273231,47;244878,13;81041;4;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;938343,57;108,79;938234,78;271243,6749;-6875,79;-0,007275117;-1987,795102;-0,007275132;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;81041;NESTLE FRANCE       ;6;0;1301843,63;1343041,09;14652892,32;0;0;0;0;475379,89;439464,84;81041;6;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;1290615,53;-11141,15;1301756,68;475344,4521;-86,95;-6,68E-05;-35,437937;-7,45E-05;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;81041;NESTLE FRANCE       ;7;0;367136,31;270073,89;2363283,32;0;0;0;0;101226,63;92598,92;81041;7;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;364328,89;-806,6;365135,49;100674,2959;-2000,82;-0,005449801;-552,33407;-0,005456411;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;81041;NESTLE FRANCE       ;9;0;116500,23;71386,03;774301,38;0;0;0;0;29020,2;25656,14;81041;9;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;115728,96;-1252,1;116981,06;29139,98205;480,83;0,004127288;119,782046;0,00412754;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;81041;NESTLE FRANCE       ;13;0;371119,91;0;303520;0;0;0;0;140802,89;131153,77;81041;13;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;370276,82;0;370276,82;140483,0255;-843,09;-0,002271746;-319,864492;-0,002271718;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;81041;NESTLE FRANCE       ;18;0;32328,24;0;184032,81;0;0;0;0;5754,42;4461,29;81041;18;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;32068,69;0;32068,69;5708,22682;-259,55;-0,008028584;-46,19318;-0,008027426;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;81041;NESTLE FRANCE       ;23;0;156652,78;485737,86;4047342,52;0;0;0;0;56432,17;49740,83;81041;23;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;155681,28;0;155681,28;56078,66835;-971,5;-0,006201614;-353,501648;-0,006264187;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;81041;NESTLE FRANCE       ;24;0;60123,17;1086441,24;6260535,28;0;0;0;0;16906,97;15403,88;81041;24;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;59872,86;0;59872,86;16835,48035;-250,31;-0,004163287;-71,489648;-0,004228413;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;81041;NESTLE FRANCE       ;59;0;2420,12;0;196657,88;0;0;0;0;662,63;541,62;81041;59;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;2339,49;0;2339,49;640,552362;-80,63;-0,03331653;-22,077638;-0,033318199;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;81041;NESTLE FRANCE       ;79;0;7847,63;0;16400;0;0;0;0;1930,51;1616,61;81041;79;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;7850,64;27,64;7823;4518,5648;-24,63;-0,003138527;2588,0548;1,340606783;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;81041;NESTLE FRANCE       ;81;0;497080,08;706913,13;6744682,04;0;0;0;0;120886,59;116180,6;81041;81;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;493447;0;493447;119991,8441;-3633,08;-0,007308842;-894,745917;-0,007401532;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;81041;NESTLE FRANCE       ;84;0;2586526,34;1224888,63;21830387,25;0;0;0;0;837791,18;734330,13;81041;84;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;2556132,3;-36712,52;2592844,82;839908,9547;6318,48;0,002442844;2117,774658;0,002527807;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;81041;NESTLE FRANCE       ;90;0;83799,76;0;691080;0;0;0;0;26145,52;24050,53;81041;90;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;83479,5;16,22;83463,28;26040,54336;-336,48;-0,004015286;-104,97664;-0,004015091;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;81041;NESTLE FRANCE       ;93;0;178964,97;13226,01;386704,52;0;0;0;0;45815,02;36195,62;81041;93;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;177428,88;0;177428,88;45421,79328;-1536,09;-0,008583188;-393,22672;-0,008582921;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;81041;NESTLE FRANCE       ;94;0;237915,94;192061,44;1069711,76;0;0;0;0;48823,85;42875,96;81041;94;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;236172,69;-99,69;236272,38;48484,30892;-1643,56;-0,006908154;-339,541085;-0,00695441;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;81041;NESTLE FRANCE       ;96;0;772663,22;497771,71;4928387,62;0;0;0;0;175397,26;141473,81;81041;96;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;761978,93;-11566,01;773544,94;175600,8099;881,72;0,001141144;203,54989;0,001160508;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;81041;NESTLE FRANCE       ;99;0;20939,01;0;183378,15;0;0;0;0;3878,63;3878,63;81041;99;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;20590,09;0;20590,09;3810,0334;-348,92;-0,016663634;-68,5966;-0,017685781;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;81222;KIMBERLY CLARK      ;1;0;220461,49;0;1485456,24;0;0;0;0;62514,56;48184,56;81222;1;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;214446,57;1331,86;213114,71;60468,71537;-7346,78;-0,03332455;-2045,844626;-0,03272589;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;81222;KIMBERLY CLARK      ;28;0;342437,04;0;3467188,72;0;0;0;0;125658,9;105112,67;81222;28;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;351185,26;2233,57;348951,69;128006,1405;6514,65;0,019024373;2347,240531;0,018679461;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;81222;KIMBERLY CLARK      ;33;0;88629,98;0;341389,02;0;0;0;0;8880,72;7994,42;81222;33;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;86993,78;51,69;86942,09;8711,597418;-1687,89;-0,019044233;-169,122582;-0,019043792;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;81621;SOLINEST            ;1;0;37514,49;5785,38;162124,57;0;0;0;0;10372,75;7598,15;81621;1;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;36165,1;0;36165,1;9999,65015;-1349,39;-0,035969835;-373,09985;-0,035969232;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;81621;SOLINEST            ;2;0;29196,78;767592,64;7951391,41;0;0;0;0;9470,89;7427,11;81621;2;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;31540,66;0;31540,66;10241,11336;2343,88;0,080278716;770,223364;0,081325342;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;81621;SOLINEST            ;21;0;71613,89;75102,13;449653,88;0;0;0;0;18712,7;14866,01;81621;21;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;68102,49;0;68102,49;17795,18064;-3511,4;-0,049032387;-917,519363;-0,049031907;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;81621;SOLINEST            ;50;0;118738,68;0;280248,9;0;0;0;0;20016,19;15266,64;81621;50;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;119323,74;798,56;118525,18;19980,42441;-213,5;-0,001798066;-35,765592;-0,001786833;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;81621;SOLINEST            ;52;0;59204,08;0;304390,14;0;0;0;0;17779,54;14287,02;81621;52;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;56096,62;233,29;55863,33;16787,67171;-3340,75;-0,056427699;-991,868286;-0,055787061;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;81695;INTERNATIONAL BEERS ;1;0;633050,61;0;4389563,38;0;0;0;0;179526,4;159268,78;81695;1;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;630089,79;1402,8;628686,99;178285,4946;-4363,62;-0,006893003;-1240,905378;-0,006912105;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;82832;TEISSEIRE FRANCE SAS;1;0;1315636,76;552744,97;10110887,61;0;0;0;0;480725,26;441256,14;82832;1;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;1320370,96;32126,32;1288244,64;470668,1087;-27392,12;-0,020820428;-10057,15135;-0,020920788;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;84049;TIPIAK              ;1;0;535436,33;255317,3;2961269,5;0;0;0;0;186576,72;143741,82;84049;1;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;524267,3;-10483,22;534750,52;186439,661;-685,81;-0,001280843;-137,059038;-0,000734599;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;84285;4 HEALTHY PETS SAR  ;1;0;151982,49;0;126650,31;0;0;0;0;9466,06;8269,33;84285;1;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;150552,91;-241,06;150793,97;9382,94189;-1188,52;-0,007820111;-83,11811;-0,008780645;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;84299;MONINI SPA          ;1;0;69760,96;0;286843,39;0;0;0;0;17543,42;11962,53;84299;1;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;70181,14;346,48;69834,66;17562,03449;73,7;0,001056465;18,61449;0,001061053;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;84897;BORGES TRAMIER      ;5;0;429098,97;0;1561318,2;0;0;0;0;85819,79;57928,37;84897;5;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;436114,04;11195,42;424918,62;84983,724;-4180,35;-0,009742158;-836,066;-0,009742112;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;85092;RB HYGIENE HOME FR  ;1;0;8802,76;0;3495192,12;0;0;0;0;3214,44;3126,41;85092;1;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;8043,06;-36,46;8079,52;2949,95748;-723,24;-0,082160595;-264,48252;-0,082279501;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;85092;RB HYGIENE HOME FR  ;2;0;981891,87;136329,57;8714010,79;0;0;0;0;369503,83;349865,98;85092;2;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;980176,72;-781,77;980958,49;369151,6432;-933,38;-0,000950593;-352,186776;-0,000953134;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;85092;RB HYGIENE HOME FR  ;3;0;566148,67;198871,72;6155329,65;0;0;0;0;214451,35;203128,37;85092;3;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;564882,62;1766,4;563116,22;213299,1241;-3032,45;-0,005356279;-1152,225902;-0,005372901;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;85092;RB HYGIENE HOME FR  ;4;0;1441150,15;124014,13;16507003,55;0;0;0;0;592889,17;515787,63;85092;4;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;1438295,52;2081,94;1436213,58;590858,2668;-4936,57;-0,003425438;-2030,903188;-0,003425435;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;85092;RB HYGIENE HOME FR  ;5;0;661389,35;292159,11;6152951,4;0;0;0;0;251059,94;241139,09;85092;5;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;660193,37;-271,34;660464,71;250707,9027;-924,64;-0,001398027;-352,0373388;-0,001402204;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;85223;CARGILL NV          ;3;0;122650,55;0;48500,74;0;0;0;0;9198,78;7359,02;85223;3;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;121536,82;0;121536,82;9115,2615;-1113,73;-0,009080514;-83,5185;-0,009079302;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;85291;NESTLE PURINA PETCAR;1;0;7946866,21;4087432,99;54320870,34;0;0;0;0;2480831,64;2242425,64;85291;1;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;7894153,44;-31548,44;7925701,88;2474214,945;-21164,33;-0,00266323;-6616,694708;-0,002667128;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;85497;TWININGS & CO SA    ;1;0;860630,41;645802,02;3999948,22;0;0;0;0;193975,18;125124,74;85497;1;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;863149,62;8214,1;854935,52;192791,1098;-5694,89;-0,006617115;-1184,070196;-0,006104236;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;85497;TWININGS & CO SA    ;5;0;335367,64;133133,05;944440;0;0;0;0;97826,74;75862,66;85497;5;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;322757,11;871,32;321885,79;93894,08494;-13481,85;-0,040200211;-3932,655057;-0,040200206;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;85835;BIERES DE CHIMAY FR ;1;0;131498,09;0;1335751,93;0;0;0;0;45651,55;42232,61;85835;1;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;131959,83;6183,71;125776,12;43659,68123;-5721,97;-0,043513712;-1991,868773;-0,043632008;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;86393;SCHOLL S WELLNESS CO;1;0;16874,22;0;734559;0;0;0;0;7746,94;6903,22;86393;1;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;17599,02;0;17599,02;8079,710082;724,8;0,042953096;332,770082;0,042955035;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;86604;HERITAGE            ;2;0;52282,34;0;301698;0;0;0;0;15773,58;15773,58;86604;2;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;49740,03;-1655,98;51396,01;15506,17622;-886,33;-0,016952761;-267,403783;-0,016952637;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;86604;HERITAGE            ;4;0;52553,28;0;759052;0;0;0;0;20995,03;18104,61;86604;4;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;50291,54;-1228,12;51519,66;20582,10417;-1033,62;-0,01966804;-412,92583;-0,019667789;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;86733;LUSTUCRU RIZ        ;2;0;916385,1;0;4867484;0;0;0;0;249806,57;199405,4;86733;2;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;904880,35;-176,1;905056,45;246718,3883;-11328,65;-0,012362325;-3088,18173;-0,012362292;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;87157;ASAHI FRANCE        ;1;0;10555,38;0;245000;0;0;0;0;4433,26;4433,26;87157;1;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;10698,59;0;10698,59;4043,1972;143,21;0,013567489;-390,0628;-0,087985546;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;87885;VITAGERMINE         ;5;0;0;0;0;0;0;0;0;0;0;87885;5;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;703,98;0;703,98;0;703,98;inf;0;;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;87885;VITAGERMINE         ;7;0;324910,41;0;626944,99;0;0;0;0;43690,95;35817,88;87885;7;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;324377,17;1984,06;322393,11;43348,06045;-2517,3;-0,007747674;-342,889555;-0,007848068;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;89337;ECLOR BOISSONS      ;1;0;39787,43;0;437982,68;0;0;0;0;11242,07;10048,44;89337;1;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;34628,53;-240,61;34869,14;9903,061746;-4918,29;-0,123614167;-1339,008254;-0,119106913;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;89337;ECLOR BOISSONS      ;7;0;53002,11;0;681753,22;0;0;0;0;15777,44;14187,37;89337;7;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;52545;462,55;52082,45;15506,55342;-919,66;-0,017351385;-270,886576;-0,017169235;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;89402;DUHCO FRANCE SA     ;1;0;523952,3;0;4119438,65;0;0;0;0;166046,26;152423,48;89402;1;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;515945,69;584,28;515361,41;163396,1287;-8590,89;-0,016396321;-2650,13132;-0,015960199;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;89420;HJ HEINZ DISTRIBUTIO;2;0;999305,18;330823,85;2990104;0;0;0;0;312882,47;312882,47;89420;2;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;979987,72;94,01;979893,71;306804,7206;-19411,47;-0,019424967;-6077,749399;-0,019425024;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;89459;OGEU DISTRIBUTION   ;1;0;464404,24;0;1843896,78;0;0;0;0;143779,55;115915,3;89459;1;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;463234,31;5056,06;458178,25;141851,9862;-6225,99;-0,013406402;-1927,5638;-0,013406384;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;90633;LOC MARIA BISCUITS  ;1;0;106546,92;0;761741,34;0;0;0;0;32583,43;26835,69;90633;1;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;106544,19;451,58;106092,61;32443,44019;-454,31;-0,004263943;-139,989812;-0,00429635;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;90633;LOC MARIA BISCUITS  ;5;0;5246,04;0;12400;0;0;0;0;813,14;813,14;90633;5;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;5407,53;457,48;4950,05;767,25775;-295,99;-0,056421606;-45,88225;-0,056426015;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;92060;TEREOS FRANCE       ;3;0;10764,93;0;52512,31;0;0;0;0;182,99;23,85;92060;3;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;11120,07;2383,9;8736,17;148,51489;-2028,76;-0,18846012;-34,47511;-0,188398874;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;92060;TEREOS FRANCE       ;4;0;692384,93;0;4564641,22;0;0;0;0;261721,5;252405,21;92060;4;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;709079,79;24243,65;684836,14;258868,0609;-7548,79;-0,010902591;-2853,43908;-0,010902578;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;92060;TEREOS FRANCE       ;5;0;22169,7;0;31947,65;0;0;0;0;8424,51;8202,81;92060;5;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;22701;-62,95;22763,95;8650,301;594,25;0,026804603;225,791;0,026801677;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;92060;TEREOS FRANCE       ;6;0;4036,37;0;1669,21;0;0;0;0;292,63;232,1;92060;6;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;4345,84;46,5;4299,34;311,70215;262,97;0,065150123;19,07215;0,065174965;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;92080;CARTE NOIRE SAS     ;1;0;4027576,96;2276271,93;40306348,57;0;0;0;0;1624179,69;1426692,68;92080;1;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;4012563,24;8135,06;4004428,18;1614853,534;-23148,78;-0,00574757;-9326,155967;-0,005742072;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;92080;CARTE NOIRE SAS     ;2;0;697144,91;262515,31;5044088,97;0;0;0;0;292243,15;243443;92080;2;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;694856,19;1815,07;693041,12;290522,8375;-4103,79;-0,005886567;-1720,312496;-0,005886579;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;92327;CONSERVE CHANCERELLE;1;0;829991,4;0;4266587,74;0;0;0;0;209250,34;142851,04;92327;1;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;825140,48;1852,18;823288,3;207559,1729;-6703,1;-0,008076108;-1691,16714;-0,008082028;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;92754;CARAMBAR AND CO     ;1;0;323545,71;134454,21;1320879,49;0;0;0;0;89019,11;69606,38;92754;1;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;323048,2;179,95;322868,25;88832,5263;-677,46;-0,002093862;-186,5837;-0,002095996;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;93264;BLOOMUP SARL        ;1;0;8877,39;0;345042,48;0;0;0;0;3274,94;2688,15;93264;1;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;8768,1;0;8768,1;3235,439628;-109,29;-0,012311051;-39,500372;-0,012061403;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;93313;BBB SAS             ;1;0;119971,4;0;180098,54;0;0;0;0;10265,85;6066,86;93313;1;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;120323,59;322,79;120000,8;10268,17312;29,4;0,000245058;2,32312;0,000226296;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;93661;MEDOLIO             ;2;0;192060,88;0;239226;0;0;0;0;15710,57;15710,57;93661;2;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;221575,52;0;221575,52;15592,03706;29514,64;0,153673356;-118,53294;-0,007544789;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;95011;ANTESITE NOIROT SAS ;1;0;34662,1;0;141410,58;0;0;0;0;13337,22;11257,49;95011;1;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;34758,99;101,64;34657,35;13335,37214;-4,75;-0,000137037;-1,847865;-0,000138549;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;95244;CONSERVERIE PROVENCA;4;0;81899,57;0;794007,23;0;0;0;0;28501,06;23350;95244;4;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;81027,82;2,59;81025,23;28196,78004;-874,34;-0,010675758;-304,27996;-0,010676093;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;95572;GAROFALO FRANCE     ;3;0;114140,67;0;621158;0;0;0;0;41282,89;35005,15;95572;3;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;113794,3;527,83;113266,47;40948,76953;-874,2;-0,00765897;-334,120473;-0,008093437;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;95580;SILL SAS            ;5;0;40571,48;0;149778,8;0;0;0;0;6387,25;5417,12;95580;5;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;39890,34;107,08;39783,26;6262,464;-788,22;-0,019427933;-124,786;-0,019536733;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;95778;JDE FR SAS          ;4;0;3204984,25;1950312,92;14084167,87;0;0;0;0;715776,65;645133,75;95778;4;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;3111062,04;-23449,63;3134511,67;700251,9649;-70472,58;-0,021988433;-15524,68514;-0,021689287;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;95778;JDE FR SAS          ;5;0;6606510,06;3603493,32;46391154,3;0;0;0;0;2259393,36;2140476,18;95778;5;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;6257810,62;-252347,73;6510158,35;2227907,55;-96351,71;-0,014584358;-31485,8097;-0,013935515;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;95779;MONDELEZ FRANCE SAS ;3;0;5560051,97;5295646,21;39411247,56;0;0;0;0;1550354,9;1262600,91;95779;3;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;5539050,34;-4677,13;5543727,47;1545808,454;-16324,5;-0,002936034;-4546,446382;-0,00293252;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;95779;MONDELEZ FRANCE SAS ;4;0;1029386,53;866799,69;9118521,3;0;0;0;0;341217,76;285777,78;95779;4;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;1027349,19;682,88;1026666,31;340316,2948;-2720,22;-0,002642564;-901,465171;-0,002641906;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;95779;MONDELEZ FRANCE SAS ;5;0;918163,42;722402,41;4903415,63;0;0;0;0;232373,24;205814,68;95779;5;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;917605,12;60,8;917544,32;232214,6547;-619,1;-0,000674281;-158,585347;-0,00068246;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;95779;MONDELEZ FRANCE SAS ;6;0;234001,52;151089,78;1129176,72;0;0;0;0;54392,83;48542,78;95779;6;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;230220,85;24,2;230196,65;53517,78247;-3804,87;-0,016260023;-875,047532;-0,016087553;30/09/2022
CAP;144;C.S.F.              ;9209;ENT GR;95779;MONDELEZ FRANCE SAS ;7;0;691680,62;599544,6;3884627,83;0;0;0;0;178582,3;141205,45;95779;7;619;619;CESTAS EPI AB;EPI;9209;CESTAS ABF;NR;691253,72;2579,02;688674,7;177806,8544;-3005,92;-0,004345821;-775,445586;-0,004342231;30/09/2022
